timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
128.0,0.0,0.0,0.0,0.0,0.0,270.75,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#4_0,70.37,106.34,!veh1!var#1,25.01,veh_passenger,0.0,27834.59,24291.28
129.0,0.0,0.0,0.0,0.0,0.0,270.75,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#4_0,71.08,131.2,!veh1!var#1,24.86,veh_passenger,0.0,27809.73,24291.6
130.0,108.92,8609.31,0.71,3.39,0.18,270.75,HBEFA3/PC_G_EU4,0.0,3.7,veh1,-733279798#4_0,72.85,156.69,!veh1!var#1,25.49,veh_passenger,0.0,27784.24,24291.93
131.0,0.0,0.0,0.0,0.0,0.0,270.75,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#4_0,70.7,181.68,!veh1!var#1,24.99,veh_passenger,0.0,27759.25,24292.26
132.0,108.31,8558.75,0.71,3.36,0.18,269.86,HBEFA3/PC_G_EU4,0.0,3.68,veh1,-733279798#2_0,72.87,11.02,!veh1!var#1,25.61,veh_passenger,0.0,27733.64,24292.3
133.0,0.0,0.0,0.0,0.0,0.0,270.7,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,71.5,36.53,!veh1!var#1,25.51,veh_passenger,0.0,27708.13,24292.48
134.0,81.5,7201.37,0.55,2.71,0.15,270.7,HBEFA3/PC_G_EU4,0.0,3.1,veh1,-733279798#2_0,72.56,62.44,!veh1!var#1,25.91,veh_passenger,0.0,27682.22,24292.79
135.0,29.49,4671.23,0.25,1.52,0.08,270.69,HBEFA3/PC_G_EU4,0.0,2.01,veh1,-733279798#2_0,71.9,88.36,!veh1!var#1,25.93,veh_passenger,0.0,27656.29,24293.1
136.0,0.0,0.0,0.0,0.0,0.0,270.69,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,70.57,113.56,!veh1!var#1,25.19,veh_passenger,0.0,27631.1,24293.41
137.0,0.0,0.0,0.0,0.0,0.0,270.69,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,68.03,135.93,!veh1!var#1,22.38,veh_passenger,0.0,27608.73,24293.68
138.0,0.0,0.0,0.0,0.0,0.0,270.69,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,64.8,153.81,!veh1!var#1,17.88,veh_passenger,0.0,27590.85,24293.89
139.0,0.0,0.0,0.0,0.0,0.0,270.69,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,60.87,167.18,!veh1!var#1,13.38,veh_passenger,0.0,27577.48,24294.05
140.0,0.0,0.0,0.0,0.0,0.0,270.74,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#2_0,55.52,176.06,!veh1!var#1,8.88,veh_passenger,0.0,27568.6,24294.17
141.0,0.0,0.0,0.0,0.0,0.0,261.82,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38131710_2_0,47.66,4.3,!veh1!var#1,4.56,veh_passenger,0.0,27564.13,24293.45
142.0,127.6,5595.6,0.71,2.43,0.11,215.84,HBEFA3/PC_G_EU4,0.0,2.41,veh1,:38131710_16_0,67.6,4.96,!veh1!var#1,6.59,veh_passenger,0.0,27559.94,24288.73
143.0,66.0,2839.39,0.36,1.12,0.04,183.46,HBEFA3/PC_G_EU4,0.0,1.22,veh1,733279797#1_0,61.14,0.28,!veh1!var#1,7.0,veh_passenger,0.0,27559.31,24281.78
144.0,153.82,8437.06,0.9,3.69,0.18,180.18,HBEFA3/PC_G_EU4,0.0,3.63,veh1,733279797#1_0,71.19,9.82,!veh1!var#1,9.54,veh_passenger,0.0,27559.19,24272.24
145.0,122.08,7702.68,0.74,3.3,0.16,178.8,HBEFA3/PC_G_EU4,0.0,3.31,veh1,733279797#1_0,69.25,21.22,!veh1!var#1,11.4,veh_passenger,0.0,27559.43,24260.84
146.0,82.4,6224.97,0.52,2.57,0.11,175.04,HBEFA3/PC_G_EU4,0.0,2.68,veh1,733279797#1_0,67.41,33.84,!veh1!var#1,12.62,veh_passenger,0.0,27560.02,24248.25
147.0,0.0,0.0,0.0,0.0,0.0,173.87,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#1_0,61.69,45.79,!veh1!var#1,11.95,veh_passenger,0.0,27561.29,24236.37
148.0,62.11,5322.7,0.41,2.14,0.09,166.65,HBEFA3/PC_G_EU4,0.0,2.29,veh1,733279797#1_0,66.52,58.65,!veh1!var#1,12.86,veh_passenger,0.0,27564.17,24223.84
149.0,5.79,2623.1,0.08,0.86,0.02,163.3,HBEFA3/PC_G_EU4,0.0,1.13,veh1,733279797#1_0,64.18,71.61,!veh1!var#1,12.97,veh_passenger,0.0,27567.84,24211.41
150.0,0.0,0.0,0.0,0.0,0.0,163.3,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#1_0,63.33,84.39,!veh1!var#1,12.78,veh_passenger,0.0,27571.51,24199.17
151.0,7.78,2699.34,0.1,0.9,0.02,154.12,HBEFA3/PC_G_EU4,0.0,1.16,veh1,:cluster_38131722_38131727_13_0,64.21,10.3,!veh1!var#1,12.91,veh_passenger,0.0,27576.49,24187.29
152.0,0.0,0.0,0.0,0.0,0.0,152.66,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:cluster_38131722_38131727_13_0,62.98,22.91,!veh1!var#1,12.61,veh_passenger,0.0,27582.22,24176.05
153.0,3.5,2408.63,0.07,0.77,0.02,154.4,HBEFA3/PC_G_EU4,0.0,1.04,veh1,733279797#3_0,63.83,6.43,!veh1!var#1,12.66,veh_passenger,0.0,27587.83,24164.7
154.0,18.38,3228.76,0.16,1.15,0.04,154.4,HBEFA3/PC_G_EU4,0.0,1.39,veh1,733279797#3_0,64.65,19.38,!veh1!var#1,12.95,veh_passenger,0.0,27593.42,24153.02
155.0,0.0,0.0,0.0,0.0,0.0,154.4,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#3_0,62.26,31.77,!veh1!var#1,12.39,veh_passenger,0.0,27598.77,24141.85
156.0,3.48,2323.27,0.07,0.73,0.01,154.4,HBEFA3/PC_G_EU4,0.0,1.0,veh1,733279797#3_0,63.61,44.19,!veh1!var#1,12.42,veh_passenger,0.0,27604.14,24130.65
157.0,0.0,0.0,0.0,0.0,0.0,154.4,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#3_0,62.15,56.16,!veh1!var#1,11.97,veh_passenger,0.0,27609.31,24119.86
158.0,0.0,0.0,0.0,0.0,0.0,154.4,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#3_0,62.59,67.95,!veh1!var#1,11.78,veh_passenger,0.0,27614.4,24109.23
159.0,33.48,3720.6,0.24,1.4,0.05,152.75,HBEFA3/PC_G_EU4,0.0,1.6,veh1,:cluster_37996960_38054130_13_0,64.73,1.24,!veh1!var#1,12.25,veh_passenger,0.0,27620.01,24098.34
160.0,37.51,4111.25,0.27,1.57,0.06,152.86,HBEFA3/PC_G_EU4,0.0,1.77,veh1,:cluster_37996960_38054130_13_0,65.34,14.05,!veh1!var#1,12.81,veh_passenger,0.0,27625.85,24086.94
161.0,0.0,0.0,0.0,0.0,0.0,152.86,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:cluster_37996960_38054130_13_0,62.49,26.42,!veh1!var#1,12.37,veh_passenger,0.0,27631.49,24075.93
162.0,0.0,0.0,0.0,0.0,0.0,156.2,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#5_0,63.26,5.32,!veh1!var#1,12.3,veh_passenger,0.0,27636.82,24064.85
163.0,14.75,2900.78,0.13,1.0,0.03,156.2,HBEFA3/PC_G_EU4,0.0,1.25,veh1,733279797#5_0,64.13,17.82,!veh1!var#1,12.51,veh_passenger,0.0,27641.87,24053.4
164.0,0.0,0.0,0.0,0.0,0.0,156.65,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#5_0,63.44,30.28,!veh1!var#1,12.46,veh_passenger,0.0,27646.86,24041.99
165.0,30.24,3793.84,0.23,1.41,0.05,158.59,HBEFA3/PC_G_EU4,0.0,1.63,veh1,733279797#5_0,65.11,43.2,!veh1!var#1,12.92,veh_passenger,0.0,27651.58,24029.96
166.0,0.0,0.0,0.0,0.0,0.0,158.59,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#5_0,60.83,55.0,!veh1!var#1,11.8,veh_passenger,0.0,27655.88,24018.98
167.0,43.19,4253.58,0.3,1.64,0.06,160.39,HBEFA3/PC_G_EU4,0.0,1.83,veh1,733279797#5_0,65.32,67.43,!veh1!var#1,12.43,veh_passenger,0.0,27660.22,24007.33
168.0,0.0,0.0,0.0,0.0,0.0,160.39,HBEFA3/PC_G_EU4,0.0,0.0,veh1,733279797#5_0,59.62,78.4,!veh1!var#1,10.98,veh_passenger,0.0,27663.91,23996.99
169.0,0.0,0.0,0.0,0.0,0.0,161.06,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38025838_14_0,51.93,2.98,!veh1!var#1,6.63,veh_passenger,0.0,27666.04,23990.73
170.0,68.98,3074.64,0.38,1.22,0.05,130.13,HBEFA3/PC_G_EU4,0.0,1.32,veh1,:38025838_18_0,61.69,3.42,!veh1!var#1,7.15,veh_passenger,0.0,27670.75,23985.68
171.0,57.21,2669.61,0.32,1.02,0.03,88.64,HBEFA3/PC_G_EU4,0.0,1.15,veh1,5337359#0_0,61.01,1.66,!veh1!var#1,7.45,veh_passenger,0.0,27678.03,23985.05
172.0,134.28,7520.76,0.79,3.26,0.15,82.78,HBEFA3/PC_G_EU4,0.0,3.23,veh1,5337359#0_0,69.6,11.27,!veh1!var#1,9.61,veh_passenger,0.0,27687.57,23986.26
173.0,35.7,2868.19,0.23,1.05,0.03,80.39,HBEFA3/PC_G_EU4,0.0,1.23,veh1,5337359#0_0,62.62,21.17,!veh1!var#1,9.91,veh_passenger,0.0,27697.35,23987.77
174.0,0.0,0.0,0.0,0.0,0.0,80.39,HBEFA3/PC_G_EU4,0.0,0.0,veh1,5337359#0_0,49.48,26.58,!veh1!var#1,5.41,veh_passenger,0.0,27702.68,23988.67
175.0,0.0,0.0,0.0,0.0,0.0,54.6,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38070926_11_0,47.83,0.14,!veh1!var#1,2.99,veh_passenger,0.0,27704.19,23990.81
176.0,0.0,0.0,0.0,0.0,0.0,324.29,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-5337359#1_0,57.09,0.92,!veh1!var#1,2.97,veh_passenger,0.0,27701.61,23991.73
177.0,128.89,4571.65,0.69,1.99,0.09,260.39,HBEFA3/PC_G_EU4,0.0,1.97,veh1,-5337359#1_0,66.22,5.77,!veh1!var#1,4.85,veh_passenger,0.0,27696.83,23990.92
178.0,117.78,5128.57,0.66,2.21,0.1,260.53,HBEFA3/PC_G_EU4,0.0,2.2,veh1,-5337359#1_0,66.43,12.38,!veh1!var#1,6.61,veh_passenger,0.0,27690.31,23989.82
179.0,96.16,4824.03,0.55,2.03,0.09,262.78,HBEFA3/PC_G_EU4,0.0,2.07,veh1,-5337359#1_0,65.29,20.31,!veh1!var#1,7.93,veh_passenger,0.0,27682.44,23988.83
